date,sku,units_sold,price,promo_flag
2023-12-24,ASYMMETRIC_CROPPED_KNIT_SWEATER,87,33.79,1
2023-12-25,ASYMMETRIC_CROPPED_KNIT_SWEATER,34,34.86,1
2023-12-26,ASYMMETRIC_CROPPED_KNIT_SWEATER,44,35.79,1
2023-12-27,ASYMMETRIC_CROPPED_KNIT_SWEATER,44,34.17,1
2023-12-28,ASYMMETRIC_CROPPED_KNIT_SWEATER,36,33.33,1
2023-12-29,ASYMMETRIC_CROPPED_KNIT_SWEATER,59,35.72,1
2023-12-30,ASYMMETRIC_CROPPED_KNIT_SWEATER,69,33.96,1
2023-12-31,ASYMMETRIC_CROPPED_KNIT_SWEATER,53,32.71,1
2024-01-01,ASYMMETRIC_CROPPED_KNIT_SWEATER,87,32.06,1
2024-01-02,ASYMMETRIC_CROPPED_KNIT_SWEATER,53,34.89,1
2024-01-03,ASYMMETRIC_CROPPED_KNIT_SWEATER,85,35.72,1
2024-01-04,ASYMMETRIC_CROPPED_KNIT_SWEATER,96,33.1,1
2024-01-05,ASYMMETRIC_CROPPED_KNIT_SWEATER,99,33.26,1
2024-01-06,ASYMMETRIC_CROPPED_KNIT_SWEATER,82,33.31,1
2024-01-07,ASYMMETRIC_CROPPED_KNIT_SWEATER,99,35.85,1
2024-01-08,ASYMMETRIC_CROPPED_KNIT_SWEATER,45,32.91,1
2024-01-09,ASYMMETRIC_CROPPED_KNIT_SWEATER,54,34.02,1
2024-01-10,ASYMMETRIC_CROPPED_KNIT_SWEATER,48,31.14,1
2024-01-11,ASYMMETRIC_CROPPED_KNIT_SWEATER,38,32.99,1
2024-01-12,ASYMMETRIC_CROPPED_KNIT_SWEATER,45,30.21,1
2024-01-13,ASYMMETRIC_CROPPED_KNIT_SWEATER,54,31.12,1
2024-01-14,ASYMMETRIC_CROPPED_KNIT_SWEATER,71,32.23,1
2024-01-15,ASYMMETRIC_CROPPED_KNIT_SWEATER,43,35.84,1
2024-01-16,ASYMMETRIC_CROPPED_KNIT_SWEATER,60,30.27,1
2024-01-17,ASYMMETRIC_CROPPED_KNIT_SWEATER,33,35.6,1
2024-01-18,ASYMMETRIC_CROPPED_KNIT_SWEATER,46,31.53,1
2024-01-19,ASYMMETRIC_CROPPED_KNIT_SWEATER,56,35.2,1
2024-01-20,ASYMMETRIC_CROPPED_KNIT_SWEATER,60,34.56,1
2024-01-21,ASYMMETRIC_CROPPED_KNIT_SWEATER,48,30.68,1
2024-01-22,ASYMMETRIC_CROPPED_KNIT_SWEATER,40,31.53,1
2024-01-23,ASYMMETRIC_CROPPED_KNIT_SWEATER,47,35.72,1
2024-01-24,ASYMMETRIC_CROPPED_KNIT_SWEATER,66,30.31,1
2024-01-25,ASYMMETRIC_CROPPED_KNIT_SWEATER,29,35.35,1
2024-01-26,ASYMMETRIC_CROPPED_KNIT_SWEATER,41,33.61,1
2024-01-27,ASYMMETRIC_CROPPED_KNIT_SWEATER,55,31.51,1
2024-01-28,ASYMMETRIC_CROPPED_KNIT_SWEATER,56,35.6,1
2024-01-29,ASYMMETRIC_CROPPED_KNIT_SWEATER,30,35.52,1
2024-01-30,ASYMMETRIC_CROPPED_KNIT_SWEATER,48,33.86,1
2024-01-31,ASYMMETRIC_CROPPED_KNIT_SWEATER,50,34.2,1
2024-02-01,ASYMMETRIC_CROPPED_KNIT_SWEATER,28,41.59,0
2024-02-02,ASYMMETRIC_CROPPED_KNIT_SWEATER,25,40.01,0
2024-02-03,ASYMMETRIC_CROPPED_KNIT_SWEATER,36,38.41,0
2024-02-04,ASYMMETRIC_CROPPED_KNIT_SWEATER,32,40.39,0
2024-02-05,ASYMMETRIC_CROPPED_KNIT_SWEATER,35,37.95,0
2024-02-06,ASYMMETRIC_CROPPED_KNIT_SWEATER,27,41.7,0
2024-02-07,ASYMMETRIC_CROPPED_KNIT_SWEATER,19,39.44,0
2024-02-08,ASYMMETRIC_CROPPED_KNIT_SWEATER,36,40.31,0
2024-02-09,ASYMMETRIC_CROPPED_KNIT_SWEATER,27,39.1,0
2024-02-10,ASYMMETRIC_CROPPED_KNIT_SWEATER,25,41.76,0
2024-02-11,ASYMMETRIC_CROPPED_KNIT_SWEATER,32,38.43,0
2024-02-12,ASYMMETRIC_CROPPED_KNIT_SWEATER,21,38.79,0
2024-02-13,ASYMMETRIC_CROPPED_KNIT_SWEATER,26,41.02,0
2024-02-14,ASYMMETRIC_CROPPED_KNIT_SWEATER,25,38.24,0
2024-02-15,ASYMMETRIC_CROPPED_KNIT_SWEATER,26,41.13,0
2024-02-16,ASYMMETRIC_CROPPED_KNIT_SWEATER,31,41.31,0
2024-02-17,ASYMMETRIC_CROPPED_KNIT_SWEATER,35,40.63,0
2024-02-18,ASYMMETRIC_CROPPED_KNIT_SWEATER,36,39.93,0
2024-02-19,ASYMMETRIC_CROPPED_KNIT_SWEATER,24,38.83,0
2023-08-24,BOUCL_TEXTURED_JACKET_MAN,16,106.54,0
2023-08-25,BOUCL_TEXTURED_JACKET_MAN,27,106.98,0
2023-08-26,BOUCL_TEXTURED_JACKET_MAN,25,105.83,0
2023-08-27,BOUCL_TEXTURED_JACKET_MAN,24,108.51,0
2023-08-28,BOUCL_TEXTURED_JACKET_MAN,21,104.59,0
2023-08-29,BOUCL_TEXTURED_JACKET_MAN,25,113.61,0
2023-08-30,BOUCL_TEXTURED_JACKET_MAN,12,111.8,0
2023-08-31,BOUCL_TEXTURED_JACKET_MAN,24,106.36,0
2023-09-01,BOUCL_TEXTURED_JACKET_MAN,23,112.7,0
2023-09-02,BOUCL_TEXTURED_JACKET_MAN,26,108.44,0
2023-09-03,BOUCL_TEXTURED_JACKET_MAN,20,110.93,0
2023-09-04,BOUCL_TEXTURED_JACKET_MAN,19,111.97,0
2023-09-05,BOUCL_TEXTURED_JACKET_MAN,29,108.52,0
2023-09-06,BOUCL_TEXTURED_JACKET_MAN,18,113.3,0
2023-09-07,BOUCL_TEXTURED_JACKET_MAN,24,112.28,0
2023-09-08,BOUCL_TEXTURED_JACKET_MAN,22,108.02,0
2023-09-09,BOUCL_TEXTURED_JACKET_MAN,23,112.56,0
2023-09-10,BOUCL_TEXTURED_JACKET_MAN,18,106.03,0
2023-09-11,BOUCL_TEXTURED_JACKET_MAN,21,107.4,0
2023-09-12,BOUCL_TEXTURED_JACKET_MAN,20,110.55,0
2023-09-13,BOUCL_TEXTURED_JACKET_MAN,17,112.21,0
2023-09-14,BOUCL_TEXTURED_JACKET_MAN,18,104.63,0
2023-09-15,BOUCL_TEXTURED_JACKET_MAN,25,107.33,0
2023-09-16,BOUCL_TEXTURED_JACKET_MAN,22,114.16,0
2023-09-17,BOUCL_TEXTURED_JACKET_MAN,20,111.26,0
2023-09-18,BOUCL_TEXTURED_JACKET_MAN,15,103.89,0
2023-09-19,BOUCL_TEXTURED_JACKET_MAN,18,114.02,0
2023-09-20,BOUCL_TEXTURED_JACKET_MAN,18,111.11,0
2023-09-21,BOUCL_TEXTURED_JACKET_MAN,17,107.22,0
2023-09-22,BOUCL_TEXTURED_JACKET_MAN,26,106.11,0
2023-09-23,BOUCL_TEXTURED_JACKET_MAN,37,110.44,0
2023-09-24,BOUCL_TEXTURED_JACKET_MAN,19,106.35,0
2023-09-25,BOUCL_TEXTURED_JACKET_MAN,9,108.45,0
2023-09-26,BOUCL_TEXTURED_JACKET_MAN,17,109.77,0
2023-09-27,BOUCL_TEXTURED_JACKET_MAN,11,111.54,0
2023-09-28,BOUCL_TEXTURED_JACKET_MAN,12,111.03,0
2023-09-29,BOUCL_TEXTURED_JACKET_MAN,18,110.19,0
2023-09-30,BOUCL_TEXTURED_JACKET_MAN,26,109.93,0
2023-10-01,BOUCL_TEXTURED_JACKET_MAN,21,106.97,0
2023-10-02,BOUCL_TEXTURED_JACKET_MAN,8,105.1,0
2023-10-03,BOUCL_TEXTURED_JACKET_MAN,16,111.0,0
2023-10-04,BOUCL_TEXTURED_JACKET_MAN,16,110.75,0
2023-10-05,BOUCL_TEXTURED_JACKET_MAN,16,109.94,0
2023-10-06,BOUCL_TEXTURED_JACKET_MAN,23,114.19,0
2023-10-07,BOUCL_TEXTURED_JACKET_MAN,26,104.46,0
2023-10-08,BOUCL_TEXTURED_JACKET_MAN,22,105.63,0
2023-10-09,BOUCL_TEXTURED_JACKET_MAN,20,112.45,0
2023-10-10,BOUCL_TEXTURED_JACKET_MAN,12,114.32,0
2023-10-11,BOUCL_TEXTURED_JACKET_MAN,15,112.28,0
2023-10-12,BOUCL_TEXTURED_JACKET_MAN,16,110.14,0
2023-10-13,BOUCL_TEXTURED_JACKET_MAN,18,111.64,0
2023-10-14,BOUCL_TEXTURED_JACKET_MAN,15,111.95,0
2023-10-15,BOUCL_TEXTURED_JACKET_MAN,13,114.16,0
2023-10-16,BOUCL_TEXTURED_JACKET_MAN,13,110.78,0
2023-10-17,BOUCL_TEXTURED_JACKET_MAN,11,111.52,0
2023-10-18,BOUCL_TEXTURED_JACKET_MAN,13,106.19,0
2023-10-19,BOUCL_TEXTURED_JACKET_MAN,16,106.71,0
2023-10-20,BOUCL_TEXTURED_JACKET_MAN,13,110.41,0
2023-10-21,BOUCL_TEXTURED_JACKET_MAN,21,106.64,0
2023-10-22,BOUCL_TEXTURED_JACKET_MAN,16,103.55,0
2023-10-23,BOUCL_TEXTURED_JACKET_MAN,12,112.03,0
2023-10-24,BOUCL_TEXTURED_JACKET_MAN,16,110.18,0
2023-10-25,BOUCL_TEXTURED_JACKET_MAN,14,110.98,0
2023-10-26,BOUCL_TEXTURED_JACKET_MAN,15,104.24,0
2023-10-27,BOUCL_TEXTURED_JACKET_MAN,18,109.42,0
2023-10-28,BOUCL_TEXTURED_JACKET_MAN,18,106.69,0
2023-10-29,BOUCL_TEXTURED_JACKET_MAN,20,110.58,0
2023-10-30,BOUCL_TEXTURED_JACKET_MAN,10,107.63,0
2023-10-31,BOUCL_TEXTURED_JACKET_MAN,15,107.05,0
2023-11-01,BOUCL_TEXTURED_JACKET_MAN,20,90.48,1
2023-11-02,BOUCL_TEXTURED_JACKET_MAN,21,93.39,1
2023-11-03,BOUCL_TEXTURED_JACKET_MAN,27,88.33,1
2023-11-04,BOUCL_TEXTURED_JACKET_MAN,27,87.9,1
2023-11-05,BOUCL_TEXTURED_JACKET_MAN,13,82.6,1
2023-11-06,BOUCL_TEXTURED_JACKET_MAN,14,95.09,1
2023-11-07,BOUCL_TEXTURED_JACKET_MAN,22,89.7,1
2023-11-08,BOUCL_TEXTURED_JACKET_MAN,15,85.61,1
2023-11-09,BOUCL_TEXTURED_JACKET_MAN,26,82.41,1
2023-11-10,BOUCL_TEXTURED_JACKET_MAN,18,85.69,1
2023-11-11,BOUCL_TEXTURED_JACKET_MAN,27,90.25,1
2023-11-12,BOUCL_TEXTURED_JACKET_MAN,24,87.23,1
2023-11-13,BOUCL_TEXTURED_JACKET_MAN,19,87.93,1
2023-11-14,BOUCL_TEXTURED_JACKET_MAN,15,91.19,1
2023-11-15,BOUCL_TEXTURED_JACKET_MAN,21,84.88,1
2023-11-16,BOUCL_TEXTURED_JACKET_MAN,19,92.61,1
2023-11-17,BOUCL_TEXTURED_JACKET_MAN,24,83.83,1
2023-11-18,BOUCL_TEXTURED_JACKET_MAN,19,84.6,1
2023-11-19,BOUCL_TEXTURED_JACKET_MAN,24,82.01,1
2023-11-20,BOUCL_TEXTURED_JACKET_MAN,17,90.95,1
2023-11-21,BOUCL_TEXTURED_JACKET_MAN,10,86.58,1
2023-11-22,BOUCL_TEXTURED_JACKET_MAN,55,90.76,1
2023-11-23,BOUCL_TEXTURED_JACKET_MAN,45,91.39,1
2023-11-24,BOUCL_TEXTURED_JACKET_MAN,61,91.4,1
2023-11-25,BOUCL_TEXTURED_JACKET_MAN,53,93.24,1
2023-11-26,BOUCL_TEXTURED_JACKET_MAN,74,92.82,1
2023-11-27,BOUCL_TEXTURED_JACKET_MAN,28,87.19,1
2023-11-28,BOUCL_TEXTURED_JACKET_MAN,49,94.79,1
2023-11-29,BOUCL_TEXTURED_JACKET_MAN,21,97.75,1
2023-11-30,BOUCL_TEXTURED_JACKET_MAN,12,95.81,1
2023-12-01,BOUCL_TEXTURED_JACKET_MAN,26,97.79,1
2023-12-02,BOUCL_TEXTURED_JACKET_MAN,26,82.11,1
2023-12-03,BOUCL_TEXTURED_JACKET_MAN,21,81.98,1
2023-12-04,BOUCL_TEXTURED_JACKET_MAN,20,93.13,1
2023-12-05,BOUCL_TEXTURED_JACKET_MAN,11,83.52,1
2023-12-06,BOUCL_TEXTURED_JACKET_MAN,17,93.88,1
2023-12-07,BOUCL_TEXTURED_JACKET_MAN,26,88.66,1
2023-12-08,BOUCL_TEXTURED_JACKET_MAN,23,95.6,1
2023-12-09,BOUCL_TEXTURED_JACKET_MAN,14,82.04,1
2023-12-10,BOUCL_TEXTURED_JACKET_MAN,22,93.08,1
2023-12-11,BOUCL_TEXTURED_JACKET_MAN,13,84.85,1
2023-12-12,BOUCL_TEXTURED_JACKET_MAN,19,92.29,1
2023-12-13,BOUCL_TEXTURED_JACKET_MAN,18,95.3,1
2023-12-14,BOUCL_TEXTURED_JACKET_MAN,21,85.26,1
2023-12-15,BOUCL_TEXTURED_JACKET_MAN,23,84.67,1
2023-12-16,BOUCL_TEXTURED_JACKET_MAN,14,86.18,1
2023-12-17,BOUCL_TEXTURED_JACKET_MAN,49,88.22,1
2023-12-18,BOUCL_TEXTURED_JACKET_MAN,35,89.84,1
2023-12-19,BOUCL_TEXTURED_JACKET_MAN,35,85.12,1
2023-12-20,BOUCL_TEXTURED_JACKET_MAN,24,96.52,1
2023-12-21,BOUCL_TEXTURED_JACKET_MAN,35,93.92,1
2023-12-22,BOUCL_TEXTURED_JACKET_MAN,56,89.31,1
2023-12-23,BOUCL_TEXTURED_JACKET_MAN,42,89.31,1
2023-12-24,BOUCL_TEXTURED_JACKET_MAN,38,89.4,1
2023-12-25,BOUCL_TEXTURED_JACKET_MAN,16,94.06,1
2023-12-26,BOUCL_TEXTURED_JACKET_MAN,17,92.32,1
2023-12-27,BOUCL_TEXTURED_JACKET_MAN,15,82.56,1
2023-12-28,BOUCL_TEXTURED_JACKET_MAN,12,86.94,1
2023-12-29,BOUCL_TEXTURED_JACKET_MAN,18,90.43,1
2023-12-30,BOUCL_TEXTURED_JACKET_MAN,19,83.92,1
2023-12-31,BOUCL_TEXTURED_JACKET_MAN,17,89.16,1
2024-01-01,BOUCL_TEXTURED_JACKET_MAN,31,91.86,1
2024-01-02,BOUCL_TEXTURED_JACKET_MAN,19,88.9,1
2024-01-03,BOUCL_TEXTURED_JACKET_MAN,17,84.54,1
2024-01-04,BOUCL_TEXTURED_JACKET_MAN,31,88.67,1
2024-01-05,BOUCL_TEXTURED_JACKET_MAN,30,85.97,1
2024-01-06,BOUCL_TEXTURED_JACKET_MAN,43,87.2,1
2024-01-07,BOUCL_TEXTURED_JACKET_MAN,23,97.43,1
2024-01-08,BOUCL_TEXTURED_JACKET_MAN,14,94.64,1
2024-01-09,BOUCL_TEXTURED_JACKET_MAN,12,95.78,1
2024-01-10,BOUCL_TEXTURED_JACKET_MAN,24,89.91,1
2024-01-11,BOUCL_TEXTURED_JACKET_MAN,21,89.18,1
2024-01-12,BOUCL_TEXTURED_JACKET_MAN,24,81.81,1
2024-01-13,BOUCL_TEXTURED_JACKET_MAN,10,89.08,1
2024-01-14,BOUCL_TEXTURED_JACKET_MAN,23,87.48,1
2024-01-15,BOUCL_TEXTURED_JACKET_MAN,14,94.19,1
2024-01-16,BOUCL_TEXTURED_JACKET_MAN,18,91.1,1
2024-01-17,BOUCL_TEXTURED_JACKET_MAN,13,83.66,1
2024-01-18,BOUCL_TEXTURED_JACKET_MAN,14,86.8,1
2024-01-19,BOUCL_TEXTURED_JACKET_MAN,17,82.8,1
2024-01-20,BOUCL_TEXTURED_JACKET_MAN,16,97.47,1
2024-01-21,BOUCL_TEXTURED_JACKET_MAN,17,92.23,1
2024-01-22,BOUCL_TEXTURED_JACKET_MAN,13,86.17,1
2024-01-23,BOUCL_TEXTURED_JACKET_MAN,11,84.69,1
2024-01-24,BOUCL_TEXTURED_JACKET_MAN,22,90.99,1
2024-01-25,BOUCL_TEXTURED_JACKET_MAN,18,92.76,1
2024-01-26,BOUCL_TEXTURED_JACKET_MAN,15,93.11,1
2024-01-27,BOUCL_TEXTURED_JACKET_MAN,15,97.39,1
2024-01-28,BOUCL_TEXTURED_JACKET_MAN,25,97.48,1
2024-01-29,BOUCL_TEXTURED_JACKET_MAN,17,98.03,1
2024-01-30,BOUCL_TEXTURED_JACKET_MAN,13,88.89,1
2024-01-31,BOUCL_TEXTURED_JACKET_MAN,13,89.0,1
2024-02-01,BOUCL_TEXTURED_JACKET_MAN,8,105.42,0
2024-02-02,BOUCL_TEXTURED_JACKET_MAN,12,104.48,0
2024-02-03,BOUCL_TEXTURED_JACKET_MAN,15,110.64,0
2024-02-04,BOUCL_TEXTURED_JACKET_MAN,14,103.58,0
2024-02-05,BOUCL_TEXTURED_JACKET_MAN,9,106.25,0
2024-02-06,BOUCL_TEXTURED_JACKET_MAN,12,104.55,0
2024-02-07,BOUCL_TEXTURED_JACKET_MAN,12,109.15,0
2024-02-08,BOUCL_TEXTURED_JACKET_MAN,9,112.38,0
2024-02-09,BOUCL_TEXTURED_JACKET_MAN,10,105.02,0
2024-02-10,BOUCL_TEXTURED_JACKET_MAN,15,105.58,0
2024-02-11,BOUCL_TEXTURED_JACKET_MAN,13,114.21,0
2024-02-12,BOUCL_TEXTURED_JACKET_MAN,9,105.4,0
2024-02-13,BOUCL_TEXTURED_JACKET_MAN,11,107.0,0
2024-02-14,BOUCL_TEXTURED_JACKET_MAN,7,106.61,0
2024-02-15,BOUCL_TEXTURED_JACKET_MAN,9,114.15,0
2024-02-16,BOUCL_TEXTURED_JACKET_MAN,13,103.55,0
2024-02-17,BOUCL_TEXTURED_JACKET_MAN,12,110.05,0
2024-02-18,BOUCL_TEXTURED_JACKET_MAN,13,105.57,0
2024-02-19,BOUCL_TEXTURED_JACKET_MAN,10,110.65,0
2023-08-24,CONTRASTING_COLLAR_JACKET,9,83.65,0
2023-08-25,CONTRASTING_COLLAR_JACKET,9,77.97,0
2023-08-26,CONTRASTING_COLLAR_JACKET,10,82.09,0
2023-08-27,CONTRASTING_COLLAR_JACKET,16,76.95,0
2023-08-28,CONTRASTING_COLLAR_JACKET,9,77.79,0
2023-08-29,CONTRASTING_COLLAR_JACKET,11,76.49,0
2023-08-30,CONTRASTING_COLLAR_JACKET,11,78.6,0
2023-08-31,CONTRASTING_COLLAR_JACKET,8,82.53,0
2023-09-01,CONTRASTING_COLLAR_JACKET,9,80.84,0
2023-09-02,CONTRASTING_COLLAR_JACKET,13,81.55,0
2023-09-03,CONTRASTING_COLLAR_JACKET,13,76.2,0
2023-09-04,CONTRASTING_COLLAR_JACKET,9,81.79,0
2023-09-05,CONTRASTING_COLLAR_JACKET,10,82.65,0
2023-09-06,CONTRASTING_COLLAR_JACKET,16,82.34,0
2023-09-07,CONTRASTING_COLLAR_JACKET,14,77.55,0
2023-09-08,CONTRASTING_COLLAR_JACKET,14,76.8,0
2023-09-09,CONTRASTING_COLLAR_JACKET,15,80.15,0
2023-09-10,CONTRASTING_COLLAR_JACKET,15,83.39,0
2023-09-11,CONTRASTING_COLLAR_JACKET,12,78.43,0
2023-09-12,CONTRASTING_COLLAR_JACKET,12,79.96,0
2023-09-13,CONTRASTING_COLLAR_JACKET,14,79.54,0
2023-09-14,CONTRASTING_COLLAR_JACKET,13,80.02,0
2023-09-15,CONTRASTING_COLLAR_JACKET,20,77.02,0
2023-09-16,CONTRASTING_COLLAR_JACKET,16,76.14,0
2023-09-17,CONTRASTING_COLLAR_JACKET,20,77.52,0
2023-09-18,CONTRASTING_COLLAR_JACKET,9,81.29,0
2023-09-19,CONTRASTING_COLLAR_JACKET,11,82.84,0
2023-09-20,CONTRASTING_COLLAR_JACKET,18,77.32,0
2023-09-21,CONTRASTING_COLLAR_JACKET,15,83.45,0
2023-09-22,CONTRASTING_COLLAR_JACKET,17,81.36,0
2023-09-23,CONTRASTING_COLLAR_JACKET,26,82.85,0
2023-09-24,CONTRASTING_COLLAR_JACKET,17,80.46,0
2023-09-25,CONTRASTING_COLLAR_JACKET,14,77.63,0
2023-09-26,CONTRASTING_COLLAR_JACKET,17,81.17,0
2023-09-27,CONTRASTING_COLLAR_JACKET,18,76.76,0
2023-09-28,CONTRASTING_COLLAR_JACKET,11,81.16,0
2023-09-29,CONTRASTING_COLLAR_JACKET,16,82.86,0
2023-09-30,CONTRASTING_COLLAR_JACKET,20,82.16,0
2023-10-01,CONTRASTING_COLLAR_JACKET,25,82.92,0
2023-10-02,CONTRASTING_COLLAR_JACKET,13,79.13,0
2023-10-03,CONTRASTING_COLLAR_JACKET,18,82.36,0
2023-10-04,CONTRASTING_COLLAR_JACKET,11,82.0,0
2023-10-05,CONTRASTING_COLLAR_JACKET,14,82.44,0
2023-10-06,CONTRASTING_COLLAR_JACKET,22,76.87,0
2023-10-07,CONTRASTING_COLLAR_JACKET,19,78.5,0
2023-10-08,CONTRASTING_COLLAR_JACKET,20,78.83,0
2023-10-09,CONTRASTING_COLLAR_JACKET,17,79.01,0
2023-10-10,CONTRASTING_COLLAR_JACKET,13,79.49,0
2023-10-11,CONTRASTING_COLLAR_JACKET,14,77.72,0
2023-10-12,CONTRASTING_COLLAR_JACKET,12,76.49,0
2023-10-13,CONTRASTING_COLLAR_JACKET,25,80.85,0
2023-10-14,CONTRASTING_COLLAR_JACKET,25,79.61,0
2023-10-15,CONTRASTING_COLLAR_JACKET,25,80.05,0
2023-10-16,CONTRASTING_COLLAR_JACKET,13,79.73,0
2023-10-17,CONTRASTING_COLLAR_JACKET,12,80.54,0
2023-10-18,CONTRASTING_COLLAR_JACKET,11,80.17,0
2023-10-19,CONTRASTING_COLLAR_JACKET,22,82.4,0
2023-10-20,CONTRASTING_COLLAR_JACKET,22,81.64,0
2023-10-21,CONTRASTING_COLLAR_JACKET,26,77.85,0
2023-10-22,CONTRASTING_COLLAR_JACKET,24,83.31,0
2023-10-23,CONTRASTING_COLLAR_JACKET,13,79.79,0
2023-10-24,CONTRASTING_COLLAR_JACKET,17,77.96,0
2023-10-25,CONTRASTING_COLLAR_JACKET,14,82.32,0
2023-10-26,CONTRASTING_COLLAR_JACKET,14,80.21,0
2023-10-27,CONTRASTING_COLLAR_JACKET,25,81.63,0
2023-10-28,CONTRASTING_COLLAR_JACKET,16,78.08,0
2023-10-29,CONTRASTING_COLLAR_JACKET,19,77.35,0
2023-10-30,CONTRASTING_COLLAR_JACKET,15,81.35,0
2023-10-31,CONTRASTING_COLLAR_JACKET,19,81.57,0
2023-11-01,CONTRASTING_COLLAR_JACKET,14,76.76,0
2023-11-02,CONTRASTING_COLLAR_JACKET,13,83.6,0
2023-11-03,CONTRASTING_COLLAR_JACKET,24,79.77,0
2023-11-04,CONTRASTING_COLLAR_JACKET,26,76.25,0
2023-11-05,CONTRASTING_COLLAR_JACKET,32,80.96,0
2023-11-06,CONTRASTING_COLLAR_JACKET,17,82.45,0
2023-11-07,CONTRASTING_COLLAR_JACKET,22,82.97,0
2023-11-08,CONTRASTING_COLLAR_JACKET,17,80.79,0
2023-11-09,CONTRASTING_COLLAR_JACKET,17,79.19,0
2023-11-10,CONTRASTING_COLLAR_JACKET,17,82.14,0
2023-11-11,CONTRASTING_COLLAR_JACKET,22,78.1,0
2023-11-12,CONTRASTING_COLLAR_JACKET,25,81.24,0
2023-11-13,CONTRASTING_COLLAR_JACKET,22,76.67,0
2023-11-14,CONTRASTING_COLLAR_JACKET,17,80.59,0
2023-11-15,CONTRASTING_COLLAR_JACKET,29,77.25,0
2023-11-16,CONTRASTING_COLLAR_JACKET,23,77.64,0
2023-11-17,CONTRASTING_COLLAR_JACKET,26,76.67,0
2023-11-18,CONTRASTING_COLLAR_JACKET,27,80.76,0
2023-11-19,CONTRASTING_COLLAR_JACKET,27,80.27,0
2023-11-20,CONTRASTING_COLLAR_JACKET,16,80.65,0
2023-11-21,CONTRASTING_COLLAR_JACKET,15,79.87,0
2023-11-22,CONTRASTING_COLLAR_JACKET,69,64.77,1
2023-11-23,CONTRASTING_COLLAR_JACKET,44,68.53,1
2023-11-24,CONTRASTING_COLLAR_JACKET,71,66.86,1
2023-11-25,CONTRASTING_COLLAR_JACKET,57,60.88,1
2023-11-26,CONTRASTING_COLLAR_JACKET,46,64.18,1
2023-11-27,CONTRASTING_COLLAR_JACKET,33,66.15,1
2023-11-28,CONTRASTING_COLLAR_JACKET,40,66.4,1
2023-11-29,CONTRASTING_COLLAR_JACKET,25,82.94,0
2023-11-30,CONTRASTING_COLLAR_JACKET,24,78.5,0
2023-12-01,CONTRASTING_COLLAR_JACKET,37,78.57,0
2023-12-02,CONTRASTING_COLLAR_JACKET,33,81.74,0
2023-12-03,CONTRASTING_COLLAR_JACKET,41,79.62,0
2023-12-04,CONTRASTING_COLLAR_JACKET,20,83.56,0
2023-12-05,CONTRASTING_COLLAR_JACKET,20,77.31,0
2023-12-06,CONTRASTING_COLLAR_JACKET,18,80.19,0
2023-12-07,CONTRASTING_COLLAR_JACKET,26,76.68,0
2023-12-08,CONTRASTING_COLLAR_JACKET,35,78.68,0
2023-12-09,CONTRASTING_COLLAR_JACKET,28,81.22,0
2023-12-10,CONTRASTING_COLLAR_JACKET,27,77.12,0
2023-12-11,CONTRASTING_COLLAR_JACKET,14,83.83,0
2023-12-12,CONTRASTING_COLLAR_JACKET,24,82.63,0
2023-12-13,CONTRASTING_COLLAR_JACKET,27,80.07,0
2023-12-14,CONTRASTING_COLLAR_JACKET,20,81.94,0
2023-12-15,CONTRASTING_COLLAR_JACKET,46,82.51,0
2023-12-16,CONTRASTING_COLLAR_JACKET,55,78.78,0
2023-12-17,CONTRASTING_COLLAR_JACKET,40,83.39,0
2023-12-18,CONTRASTING_COLLAR_JACKET,34,79.48,0
2023-12-19,CONTRASTING_COLLAR_JACKET,34,80.03,0
2023-12-20,CONTRASTING_COLLAR_JACKET,61,82.71,0
2023-12-21,CONTRASTING_COLLAR_JACKET,41,83.34,0
2023-12-22,CONTRASTING_COLLAR_JACKET,41,82.92,0
2023-12-23,CONTRASTING_COLLAR_JACKET,91,82.34,0
2023-12-24,CONTRASTING_COLLAR_JACKET,65,79.12,0
2023-12-25,CONTRASTING_COLLAR_JACKET,20,77.29,0
2023-12-26,CONTRASTING_COLLAR_JACKET,19,83.7,0
2023-12-27,CONTRASTING_COLLAR_JACKET,31,81.03,0
2023-12-28,CONTRASTING_COLLAR_JACKET,23,82.79,0
2023-12-29,CONTRASTING_COLLAR_JACKET,29,83.28,0
2023-12-30,CONTRASTING_COLLAR_JACKET,47,82.02,0
2023-12-31,CONTRASTING_COLLAR_JACKET,30,77.3,0
2024-01-01,CONTRASTING_COLLAR_JACKET,27,64.33,1
2024-01-02,CONTRASTING_COLLAR_JACKET,31,60.23,1
2024-01-03,CONTRASTING_COLLAR_JACKET,35,71.5,1
2024-01-04,CONTRASTING_COLLAR_JACKET,44,63.66,1
2024-01-05,CONTRASTING_COLLAR_JACKET,38,67.61,1
2024-01-06,CONTRASTING_COLLAR_JACKET,45,67.35,1
2024-01-07,CONTRASTING_COLLAR_JACKET,54,60.62,1
2024-01-08,CONTRASTING_COLLAR_JACKET,27,83.85,0
2024-01-09,CONTRASTING_COLLAR_JACKET,25,83.76,0
2024-01-10,CONTRASTING_COLLAR_JACKET,23,77.82,0
2024-01-11,CONTRASTING_COLLAR_JACKET,22,81.44,0
2024-01-12,CONTRASTING_COLLAR_JACKET,27,76.4,0
2024-01-13,CONTRASTING_COLLAR_JACKET,33,82.41,0
